SEQN,SDDSRVYR,RIDSTATR,RIDEXMON,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDAGEEX,RIDRETH1,DMQMILIT,DMDBORN2,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDSCHOL,DMDMARTL,DMDHHSIZ,DMDFMSIZ,INDHHIN2,INDFMIN2,INDFMPIR,RIDEXPRG,DMDHRGND,DMDHRAGE,DMDHRBR2,DMDHREDU,DMDHRMAR,DMDHSEDU,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANG,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
51777,6,2,2,2,22,267,268,3,1,1,1,0,0,4,0,4,1,1,3,3,0,1,2,22,1,4,4,0,1,2,2,1,2,2,1,2,2,1,28458,29321,1,76
51778,6,2,2,1,72,871,872,1,2,1,1,0,0,1,0,1,2,2,12,12,0,0,2,71,1,5,1,1,2,2,2,1,2,2,1,2,2,0,13130,14128,1,87
51779,6,2,2,1,36,436,437,1,2,2,2,6,0,1,0,6,7,7,10,10,1,0,1,36,2,1,6,0,2,2,2,2,2,2,0,0,0,0,22833,24159,1,86
51780,6,2,2,2,54,658,659,3,2,1,1,0,0,5,0,1,2,2,15,15,5,0,1,56,1,5,1,5,1,2,2,1,2,2,1,2,2,1,91527,92722,1,86
51781,6,2,1,1,29,359,359,3,2,1,1,0,0,5,0,1,2,2,15,15,5,0,1,29,1,5,1,5,1,2,2,1,2,2,1,2,2,1,89317,94789,2,85
51782,6,2,2,2,23,277,277,4,2,1,1,0,0,3,0,6,4,4,12,12,0,1,2,23,1,3,6,0,1,2,2,1,2,2,1,2,2,1,26752,26872,2,84
51783,6,2,1,1,42,515,516,2,2,1,1,0,0,3,0,6,3,3,3,3,0,0,2,38,1,1,6,0,1,2,2,1,2,2,1,2,2,1,20746,21277,1,81
51784,6,2,1,1,61,733,735,1,2,2,2,7,0,1,0,1,7,7,7,7,1,0,2,28,1,3,6,0,2,2,2,1,2,2,2,2,2,2,5848,6162,2,88
51785,6,1,0,1,5,60,0,1,0,1,1,0,0,0,0,0,7,7,14,14,2,0,1,43,2,2,1,4,1,1,2,1,2,2,0,0,0,0,18578,0,1,75
51786,6,2,2,1,0,10,10,1,0,1,1,0,0,0,0,0,7,6,10,10,2,0,1,36,1,3,1,2,1,1,2,1,2,2,0,0,0,0,7117,7121,2,81
51787,6,2,2,2,22,264,265,1,2,1,1,0,0,4,0,5,7,6,14,14,2,1,1,55,1,4,1,4,1,2,2,1,2,2,1,2,2,1,24051,23935,2,77
51788,6,2,2,1,17,205,205,5,2,1,1,0,10,0,1,0,6,6,7,7,1,0,1,46,5,5,1,5,1,2,2,1,2,2,1,2,2,1,30144,30098,2,79
51789,6,2,2,2,9,108,108,4,0,5,2,3,3,0,3,0,3,2,12,5,1,0,2,65,0,0,5,0,1,1,2,1,2,2,1,2,2,0,12241,12517,2,84
51790,6,2,2,2,80,0,0,3,2,5,1,6,0,2,0,1,2,2,4,4,1,0,1,80,5,2,1,2,1,2,2,1,2,2,1,2,2,0,24849,26088,2,81
51791,6,2,2,1,31,381,381,5,2,5,2,2,0,5,0,1,2,2,1,1,0,0,1,31,5,5,1,0,1,2,2,1,2,2,1,2,2,1,17768,17694,1,79
51792,6,2,2,1,35,426,426,5,2,5,2,6,0,1,0,5,7,7,14,14,2,0,1,45,5,2,1,0,1,1,2,1,2,2,0,0,0,0,50893,50682,1,86
51793,6,2,1,2,31,375,377,1,2,1,1,0,0,3,0,5,2,1,15,9,5,2,2,31,1,3,5,0,1,2,2,1,2,2,0,0,0,0,17662,18752,1,88
51794,6,2,2,1,13,167,168,2,0,1,1,0,7,0,2,0,5,5,6,6,0,0,2,38,1,3,6,0,1,1,2,1,2,2,1,2,2,1,12887,13084,2,77
51795,6,2,2,2,32,395,396,4,2,1,1,0,0,4,0,6,6,6,10,10,2,2,2,32,1,4,6,0,1,2,2,1,2,2,1,2,2,1,22588,23132,2,84
51796,6,2,2,2,62,744,745,3,2,1,1,0,0,5,0,1,2,2,15,15,5,0,1,62,1,4,1,5,1,2,2,1,2,2,1,2,2,1,61516,60851,1,77
51797,6,2,2,2,2,33,33,2,0,1,1,0,0,0,0,0,4,4,15,15,5,0,1,39,4,5,1,5,1,1,2,1,2,2,0,0,0,0,11470,12654,2,77
51798,6,2,2,1,62,746,747,2,2,4,1,9,0,5,0,1,4,4,6,6,1,0,1,62,4,5,1,5,1,2,2,1,2,2,1,2,2,1,6582,6797,2,75
51799,6,2,1,1,50,609,609,1,2,2,2,4,0,3,0,5,6,1,10,6,2,0,1,50,2,3,5,0,2,2,2,2,2,2,2,2,2,2,12390,12553,2,85
51800,6,2,2,1,1,12,12,3,0,1,1,0,0,0,0,0,5,5,6,6,1,0,2,33,1,3,1,4,1,1,2,1,2,2,0,0,0,0,8918,9182,2,76
51801,6,2,1,1,26,315,316,5,2,5,1,6,0,5,0,5,3,1,15,10,5,0,2,64,1,5,1,5,1,2,2,1,2,2,1,2,2,1,80259,85323,1,85
51802,6,2,2,1,2,35,36,1,0,1,1,0,0,0,0,0,6,6,13,13,0,0,2,37,0,0,1,0,2,1,2,2,2,2,0,0,0,0,9888,9685,1,87
51803,6,2,1,1,58,701,701,4,2,1,1,0,0,2,0,2,2,1,3,1,0,0,1,51,1,2,3,0,1,2,2,1,2,2,1,2,2,1,17158,18014,1,84
51804,6,2,2,1,80,0,0,3,1,1,1,0,0,3,0,1,5,5,10,10,2,0,1,80,1,3,1,3,1,2,2,1,2,2,1,2,2,0,15520,16676,1,77
51805,6,2,2,2,42,510,510,4,2,5,2,2,0,4,0,4,2,2,6,6,2,2,2,42,5,4,4,0,1,2,2,1,2,2,1,2,2,1,25579,27466,1,78
51806,6,2,1,1,53,640,640,3,2,1,1,0,0,4,0,5,1,1,2,2,0,0,1,53,1,4,5,0,1,2,2,1,2,2,1,2,2,1,20723,20607,1,82
51807,6,2,1,1,78,942,942,2,1,4,1,77,0,5,0,2,4,4,77,77,0,0,2,60,4,4,5,0,2,2,2,2,2,2,1,2,2,0,13703,14386,2,82
51808,6,2,1,2,43,516,517,2,2,1,1,0,0,4,0,3,5,5,6,6,1,2,2,43,1,4,3,0,1,2,2,1,2,2,1,2,2,1,26030,26829,1,75
51809,6,2,2,2,35,428,429,3,2,1,1,0,0,5,0,1,4,4,15,15,4,2,2,35,1,5,1,5,1,2,2,1,2,2,1,2,2,1,52723,54729,1,79
51810,6,2,2,1,7,93,94,3,0,1,1,0,2,0,2,0,4,4,15,15,5,0,1,37,1,5,1,5,1,1,2,1,2,2,0,0,0,0,44315,45039,1,79
51811,6,2,1,1,5,63,64,4,0,1,1,0,0,0,0,0,7,7,2,2,0,0,2,42,1,4,3,0,1,1,2,1,2,2,0,0,0,0,11870,11660,2,87
51812,6,2,1,2,12,148,149,1,0,1,1,0,7,0,1,0,4,4,3,3,0,0,2,38,2,1,1,0,1,1,2,1,2,2,1,2,2,1,15050,15178,2,83
51813,6,2,2,2,8,107,107,3,0,1,1,0,3,0,2,0,4,4,15,15,4,0,1,42,0,0,1,5,1,1,2,1,2,2,1,2,2,0,40958,41891,2,77
51814,6,2,1,2,12,149,150,1,0,1,1,0,6,0,1,0,3,3,1,1,0,0,2,39,2,5,4,0,2,1,2,2,2,2,1,2,2,1,19752,19993,1,75
51815,6,2,1,2,44,529,529,2,2,4,2,4,0,2,0,6,5,3,14,6,1,2,1,48,4,5,5,0,2,2,2,2,2,2,1,2,2,2,18092,18646,2,82
51816,6,2,1,2,20,244,244,4,2,1,1,0,0,4,0,5,4,4,8,8,2,2,1,40,1,4,6,0,1,2,2,1,2,2,1,2,2,1,34425,34580,2,83
51817,6,2,1,2,80,0,0,3,2,1,1,0,0,4,0,5,1,1,15,15,5,0,2,80,1,4,5,0,1,2,2,1,2,2,1,2,2,0,25027,27696,3,86
51818,6,2,1,1,56,675,675,1,2,2,1,8,0,2,0,1,7,7,12,12,0,0,1,56,2,2,1,3,1,2,2,1,2,2,0,0,0,0,8877,9128,2,86
51819,6,2,2,1,80,0,0,3,1,1,1,0,0,2,0,1,3,3,10,10,3,0,2,66,1,2,1,2,1,2,2,1,2,2,1,2,2,0,18794,20194,1,85
51820,6,2,1,1,80,0,0,3,1,1,1,0,0,4,0,2,1,1,7,7,3,0,1,80,1,4,2,0,1,2,2,1,2,2,1,2,2,0,24807,26655,2,83
51821,6,2,2,1,70,851,851,4,2,1,1,0,0,2,0,4,2,2,2,2,0,0,1,70,1,2,4,0,1,2,2,1,2,2,1,2,2,0,9070,10142,1,78
51822,6,2,2,1,21,262,263,3,2,1,1,0,0,3,0,5,2,1,3,2,0,0,1,21,1,3,5,0,1,2,2,1,2,2,1,2,2,1,101814,108051,2,79
51823,6,2,2,2,80,0,0,3,2,5,1,9,0,4,0,2,4,4,5,5,1,0,2,52,5,4,3,0,1,2,2,1,2,2,1,2,2,0,19796,20706,1,76
51824,6,2,1,2,23,276,277,4,2,1,1,0,0,2,0,5,4,4,12,12,0,1,2,23,1,2,5,0,1,2,2,1,2,2,1,2,2,1,26318,26437,1,85
51825,6,2,2,1,22,268,268,2,2,4,2,77,0,2,0,5,7,1,77,77,0,0,1,44,2,1,1,0,2,2,2,2,2,2,2,2,2,2,32230,32177,2,78
51826,6,2,2,2,13,160,161,3,0,1,1,0,7,0,2,0,5,5,6,6,1,0,1,48,1,2,5,0,1,1,2,1,2,2,1,2,2,1,13929,14287,1,80
51827,6,2,1,1,1,22,22,1,0,1,1,0,0,0,0,0,5,5,6,6,1,0,2,57,1,2,3,0,1,1,2,1,2,2,0,0,0,0,6276,6433,1,88
51828,6,2,2,2,66,800,802,4,2,1,1,0,0,2,0,1,2,2,5,5,1,0,2,66,1,2,1,2,1,2,2,1,2,2,0,0,0,0,13992,14144,1,78
51829,6,2,2,2,34,418,419,3,2,1,1,0,0,5,0,1,5,5,15,15,5,2,1,37,1,5,1,5,1,2,2,1,2,2,1,2,2,1,57403,59587,2,79
51830,6,2,2,2,42,512,513,3,2,1,1,0,0,5,0,1,4,4,14,14,3,2,1,41,1,4,1,5,1,2,2,1,2,2,1,2,2,1,84008,85415,2,81
51831,6,2,1,2,41,500,500,4,2,1,1,0,0,3,0,2,5,5,6,6,1,2,2,18,1,4,0,0,1,2,2,1,2,2,1,2,2,1,28471,29054,2,83
51832,6,2,2,1,38,458,458,5,2,5,2,3,0,5,0,1,4,4,5,5,1,0,1,38,5,5,1,5,1,2,2,1,2,2,1,2,2,1,65489,68137,2,79
51833,6,2,2,2,48,578,578,3,2,1,1,0,0,2,0,3,2,2,4,4,1,0,1,71,1,2,2,0,1,2,2,1,2,2,1,2,2,1,20007,20571,2,76
51834,6,2,1,2,66,803,803,1,2,2,2,7,0,1,0,2,4,4,3,3,0,0,2,66,2,1,2,0,2,2,2,2,2,2,2,2,2,0,7050,7261,1,75
51835,6,2,2,1,9,118,119,2,0,1,1,0,5,0,2,0,7,5,8,6,1,0,2,34,4,1,5,0,2,1,2,1,2,2,1,2,2,0,10495,10650,2,78
51836,6,2,1,1,51,615,616,4,1,1,1,0,0,4,0,1,2,2,7,7,2,0,1,51,1,4,1,0,1,2,2,1,2,2,1,2,2,1,20544,20266,1,82
51837,6,2,1,2,14,173,174,1,0,1,1,0,8,0,1,0,7,7,6,6,0,0,1,59,2,1,1,1,1,1,2,1,2,2,1,2,2,1,9237,9155,3,86
51838,6,2,2,2,3,41,42,3,0,1,1,0,0,0,0,0,3,3,14,14,4,0,1,38,1,4,1,4,1,1,2,1,2,2,0,0,0,0,47195,48854,2,75
51839,6,2,2,1,36,432,433,2,2,1,1,0,0,4,0,5,2,2,4,4,1,0,2,33,1,4,5,0,2,2,2,1,2,2,1,2,2,1,31857,32902,2,78
51840,6,2,1,1,2,25,26,1,0,1,1,0,0,0,0,0,6,6,15,15,4,0,1,33,2,3,1,5,1,1,2,1,2,2,0,0,0,0,7739,7934,2,85
51841,6,2,1,2,12,150,150,3,0,1,1,0,6,0,1,0,4,4,5,5,0,0,2,45,1,3,1,1,1,1,2,1,2,2,1,2,2,1,27067,27752,2,80
51842,6,2,2,2,19,230,231,1,2,2,2,99,10,0,3,0,6,6,4,4,0,0,1,20,2,1,1,1,1,2,2,1,2,2,1,2,2,1,15924,16432,2,75
51843,6,2,1,2,27,331,333,2,2,4,2,6,0,4,0,5,7,7,9,9,1,2,2,35,4,3,6,0,2,2,2,2,2,2,2,2,2,2,16402,16323,1,88
51844,6,2,1,2,61,733,733,4,2,1,1,0,0,4,0,3,2,2,12,12,0,0,2,61,1,4,3,0,1,2,2,1,2,2,1,2,2,1,16944,17712,2,87
51845,6,2,2,2,50,605,606,5,2,1,1,0,0,3,0,1,4,4,7,7,1,0,1,51,1,1,1,3,1,2,2,1,2,2,1,2,2,1,27951,28522,2,81
51846,6,2,2,1,43,526,526,3,2,1,1,0,0,3,0,1,5,5,9,9,2,0,1,43,1,3,1,5,1,2,2,1,2,2,1,2,2,1,67585,68566,1,77
51847,6,2,2,2,4,56,57,3,0,1,1,0,0,0,0,0,4,4,5,5,1,0,2,59,5,5,5,0,1,1,2,1,2,2,0,0,0,0,10210,10568,1,80
51848,6,2,2,1,52,626,627,1,2,2,1,8,0,3,0,5,7,7,9,9,1,0,1,52,2,3,5,0,1,2,2,1,2,2,1,2,2,1,12391,12741,1,87
51849,6,2,1,2,41,499,499,4,2,5,2,7,0,4,0,3,4,4,12,12,0,2,2,41,5,4,3,0,1,2,2,1,2,2,1,2,2,1,35750,37645,2,82
51850,6,2,2,1,27,326,327,3,2,1,1,0,0,4,0,1,4,3,9,7,2,0,1,27,1,4,1,4,1,2,2,1,2,2,1,2,2,1,87373,90869,1,86
51851,6,2,2,2,46,555,556,1,2,2,2,5,0,1,0,1,7,5,3,3,0,0,2,46,2,1,1,1,2,2,2,1,2,2,2,2,2,2,15302,15376,1,76
51852,6,2,2,2,6,82,83,5,0,1,1,0,1,0,2,0,6,6,1,1,0,0,2,27,1,2,1,3,1,1,2,1,2,2,0,0,0,0,10450,10755,2,75
51853,6,2,2,1,17,212,213,2,2,1,1,0,11,0,2,0,5,5,6,6,0,0,2,38,1,3,6,0,1,2,2,1,2,2,1,2,2,1,12887,13084,2,77
51854,6,2,1,1,75,900,900,1,2,1,1,0,0,1,0,2,1,1,77,77,0,0,1,75,1,1,2,0,2,2,2,2,2,2,2,2,2,0,10928,11381,1,81
51855,6,2,1,1,63,764,765,4,2,1,1,0,0,2,0,1,3,3,12,12,0,0,1,63,1,2,1,3,1,2,2,1,2,2,1,2,2,1,12001,12579,2,83
51856,6,2,2,2,61,737,738,2,2,4,2,3,0,2,0,2,5,5,15,15,5,0,2,19,1,3,0,0,2,2,2,1,2,2,1,2,2,2,5133,5117,2,77
51857,6,2,2,2,44,538,538,5,2,5,1,8,0,5,0,6,2,1,15,8,4,2,2,44,5,5,6,0,1,2,2,1,2,2,1,2,2,1,153810,158146,2,79
51858,6,2,1,2,44,532,532,2,2,4,2,4,0,2,0,5,7,2,12,2,0,2,1,56,4,1,1,1,2,2,1,1,2,1,0,0,0,0,14288,14357,2,88
51859,6,2,1,1,7,90,90,4,0,1,1,0,1,0,1,0,7,7,5,5,0,0,2,46,5,3,4,0,1,1,2,1,2,2,0,0,0,0,14455,15522,2,82
51860,6,2,2,2,11,137,138,4,0,1,1,0,5,0,2,0,7,7,3,3,0,0,2,31,1,4,6,0,1,1,2,1,2,2,1,2,2,0,14322,14740,2,78
51861,6,2,2,1,80,0,0,3,1,1,1,0,0,3,0,1,2,2,10,10,4,0,1,80,1,3,1,3,1,2,2,1,2,2,1,2,2,0,20593,22127,1,76
51862,6,2,2,2,15,187,188,3,0,1,1,0,9,0,2,0,3,3,15,15,5,0,1,46,1,4,1,4,1,1,2,1,2,2,1,2,2,1,54772,56920,1,80
51863,6,2,2,2,76,917,917,4,2,1,1,0,0,4,0,3,2,2,4,4,1,0,2,76,1,4,3,0,1,2,2,1,2,2,1,2,2,0,14145,14043,2,75
51864,6,2,1,1,3,37,38,3,0,1,1,0,0,0,0,0,5,5,5,5,0,0,1,40,5,3,6,0,1,1,2,1,2,2,0,0,0,0,11711,12383,2,80
51865,6,2,1,2,40,483,483,4,1,1,1,0,0,4,0,1,3,3,10,10,3,2,1,40,0,0,1,4,1,2,2,1,2,2,1,2,2,1,29736,30344,1,82
51866,6,2,2,1,74,895,896,3,1,1,1,0,0,3,0,1,2,2,14,14,5,0,2,71,1,4,1,3,1,2,2,1,2,2,1,2,2,0,33006,32931,2,81
51867,6,2,1,2,35,426,427,3,2,1,1,0,0,5,0,1,3,3,15,15,5,2,1,41,1,5,1,5,1,2,2,1,2,2,1,2,2,0,55004,57097,1,85
51868,6,2,2,1,29,356,356,5,2,1,1,0,0,4,0,4,2,1,15,9,5,0,1,29,1,4,4,0,1,2,2,1,2,2,1,2,2,1,87373,88906,1,86
51869,6,2,1,2,7,88,89,3,0,1,1,0,1,0,1,0,4,4,15,15,4,0,2,51,1,4,1,3,1,1,2,1,2,2,0,0,0,0,48173,48899,1,83
51870,6,1,0,2,6,81,0,1,0,1,1,0,0,0,0,0,6,6,5,5,0,0,1,35,2,3,1,2,1,1,2,1,2,2,0,0,0,0,8509,0,2,88
51871,6,1,0,2,23,287,0,1,2,1,1,0,0,3,0,5,6,6,77,77,0,3,1,29,0,0,6,0,2,2,2,2,2,2,0,0,0,0,17111,0,1,88
51872,6,2,1,1,10,122,123,2,0,1,1,0,3,0,1,0,7,7,99,99,0,0,2,63,2,1,2,0,1,1,2,1,2,2,1,2,2,0,8849,8980,1,81
51873,6,2,1,1,17,204,205,4,2,1,1,0,10,0,2,0,3,3,10,10,3,0,1,40,0,0,1,4,1,2,2,1,2,2,1,2,2,1,16706,17372,1,82
51874,6,1,0,1,56,675,0,3,2,1,1,0,0,4,0,1,1,1,10,10,5,0,1,56,1,4,1,0,1,2,2,1,2,2,0,0,0,0,99572,0,1,76
51875,6,2,2,2,63,759,760,1,2,1,1,0,0,2,0,1,2,2,5,5,1,0,1,63,1,1,1,2,1,2,2,1,2,2,1,2,2,1,7691,7921,1,87
51876,6,2,1,2,0,7,8,1,0,1,1,0,0,0,0,0,7,7,12,12,0,0,2,19,1,2,0,0,1,1,2,1,2,2,0,0,0,0,4136,4156,1,88
51877,6,2,1,1,55,671,672,4,2,1,1,0,0,4,0,1,2,2,14,14,5,0,1,55,1,4,1,5,1,2,2,1,2,2,1,2,2,1,21166,21126,1,81
51878,6,2,2,1,75,904,905,3,1,1,1,0,0,3,0,1,2,2,6,6,2,0,1,75,1,3,1,3,1,2,2,1,2,2,1,2,2,0,33722,33645,2,76
51879,6,2,1,1,4,55,55,5,0,1,1,0,0,0,0,0,5,5,1,1,0,0,2,23,1,2,5,0,1,1,2,1,2,2,0,0,0,0,10877,11418,1,84
51880,6,2,1,1,47,567,568,1,2,2,1,6,0,1,0,1,6,4,12,8,2,0,1,47,2,1,1,1,2,2,2,2,2,2,2,2,2,2,17990,18226,1,85
51881,6,2,1,1,11,140,142,1,0,1,1,0,5,0,1,0,3,3,5,5,1,0,2,44,2,3,4,0,2,1,2,1,2,2,1,2,2,0,9246,9417,2,86
51882,6,2,1,1,25,300,300,2,2,4,2,5,0,5,0,5,6,6,15,15,3,0,1,48,4,2,1,1,1,2,2,1,2,2,1,2,2,1,25256,25363,2,88
51883,6,2,2,2,63,760,761,1,2,2,1,8,0,1,0,1,3,3,5,5,1,0,1,63,2,3,1,1,2,2,2,1,2,2,0,0,0,0,5911,5939,1,85
51884,6,2,1,1,9,115,116,2,0,1,1,0,3,0,1,0,5,5,14,14,3,0,2,36,1,3,6,0,1,1,2,1,2,2,1,2,2,0,13799,14003,1,75
51885,6,2,2,1,43,522,523,2,2,4,2,2,0,2,0,3,4,3,12,7,2,0,1,28,0,0,5,0,2,2,2,1,2,2,2,2,2,2,19584,20257,1,86
51886,6,2,1,1,30,371,373,1,2,2,2,4,0,1,0,5,2,2,6,6,2,0,1,38,2,3,5,0,2,2,2,1,2,2,2,2,2,2,20881,22871,3,86
51887,6,2,2,1,22,269,269,3,2,1,1,0,0,4,0,5,7,7,15,15,4,0,1,53,1,5,1,5,1,2,2,1,2,2,1,2,2,1,102481,104280,2,77
51888,6,2,2,1,63,764,765,3,2,1,1,0,0,5,0,1,2,2,7,7,2,0,1,63,1,5,1,4,1,2,2,1,2,2,1,2,2,1,53058,52696,1,80
51889,6,2,2,1,66,800,801,4,1,1,1,0,0,4,0,3,1,1,12,12,0,0,1,66,1,4,3,0,1,2,2,1,2,2,1,2,2,1,9326,9775,2,84
51890,6,2,2,2,3,39,40,3,0,1,1,0,0,0,0,0,5,5,8,8,2,0,2,41,1,3,1,4,1,1,2,1,2,2,0,0,0,0,9494,10092,1,80
51891,6,2,2,1,76,922,923,4,1,1,1,0,0,2,0,1,2,2,7,7,2,0,1,76,1,2,1,3,1,2,2,1,2,2,1,2,2,0,11983,12711,2,81
51892,6,2,1,1,50,610,610,5,2,5,1,6,0,2,0,3,3,3,7,7,1,0,1,55,5,2,1,4,1,2,2,1,2,2,1,2,2,1,77981,81016,1,85
51893,6,2,2,2,70,843,844,3,2,1,1,0,0,2,0,2,2,2,14,14,5,0,2,70,1,2,2,0,1,2,2,1,2,2,1,2,2,0,36390,36689,2,77
51894,6,2,2,2,5,65,66,2,0,1,1,0,0,0,0,0,6,6,9,9,2,0,1,30,4,5,1,5,2,1,2,1,2,2,0,0,0,0,12275,13542,2,77
51895,6,2,1,2,61,733,733,1,2,2,2,6,0,1,0,2,2,2,3,3,0,0,1,36,2,4,3,0,2,2,2,2,2,2,2,2,2,2,8526,8567,1,81
51896,6,2,2,2,16,198,200,2,0,1,1,0,9,0,1,0,5,5,8,8,1,0,2,39,1,4,4,0,1,2,2,1,2,2,1,2,2,1,10472,10561,1,78
51897,6,2,1,2,15,182,182,3,0,1,1,0,9,0,1,0,4,4,5,5,0,0,2,45,1,3,1,1,1,1,2,1,2,2,1,2,2,1,27067,27752,2,80
51898,6,2,2,2,31,376,377,3,2,1,1,0,0,5,0,5,1,1,4,4,1,2,2,31,1,5,5,0,1,2,2,1,2,2,1,2,2,1,21495,22563,2,79
51899,6,2,2,2,30,362,363,3,2,1,1,0,0,2,0,1,4,4,9,9,2,2,2,30,1,2,1,4,1,2,2,1,2,2,1,2,2,1,59017,61263,2,76
51900,6,2,1,2,70,844,845,4,2,1,1,0,0,2,0,2,1,1,9,9,5,0,2,70,1,2,2,0,1,2,2,1,2,2,1,2,2,0,18190,18281,1,83
51901,6,2,2,2,12,155,155,3,0,1,1,0,6,0,1,0,4,4,15,15,5,0,1,44,1,5,1,5,1,1,2,1,2,2,1,2,2,1,75962,77917,2,79
51902,6,2,2,1,46,563,564,3,2,1,1,0,0,3,0,3,2,2,3,3,0,0,2,71,1,2,2,0,1,1,2,1,2,2,1,2,2,0,66874,66379,1,80
51903,6,2,2,1,21,263,263,1,2,2,1,6,0,4,0,1,4,4,4,4,0,0,2,20,2,2,1,4,1,2,2,1,2,2,1,2,2,1,32280,31752,1,87
51904,6,2,2,1,23,278,279,5,2,5,2,2,0,5,0,5,2,1,2,1,0,0,1,23,5,5,5,0,1,2,2,1,2,2,1,2,2,1,27381,27862,2,84
51905,6,2,2,2,52,634,635,4,2,1,1,0,0,2,0,1,5,5,6,6,0,0,2,52,1,2,1,3,1,2,2,1,2,2,1,2,2,1,18478,18856,2,84
51906,6,2,1,1,46,563,563,3,2,1,1,0,0,4,0,1,4,4,14,14,3,0,1,46,1,4,1,5,1,2,2,1,2,2,1,2,2,1,93459,94815,2,83
51907,6,2,2,2,22,274,275,4,2,1,1,0,0,4,0,5,3,3,3,3,0,2,2,22,1,4,5,0,1,2,2,1,2,2,1,2,2,1,21128,20566,1,80
51908,6,2,1,2,43,518,518,2,2,4,1,6,0,4,0,3,7,7,7,7,0,2,1,68,4,1,1,1,2,2,2,2,2,2,1,2,2,2,16227,16306,2,82
51909,6,2,1,1,55,663,664,4,1,1,1,0,0,5,0,1,3,3,10,10,3,0,2,29,5,4,5,0,1,2,2,1,2,2,1,2,2,1,20544,20544,1,82
51910,6,2,2,1,6,82,83,1,0,1,1,0,1,0,2,0,3,3,77,77,0,0,2,36,2,2,4,0,2,1,2,1,2,2,0,0,0,0,8272,8425,1,89
51911,6,2,2,1,48,584,585,3,2,1,1,0,0,2,0,1,3,3,14,14,4,0,2,45,1,3,1,2,1,2,2,1,2,2,1,2,2,1,62355,63260,1,80
51912,6,2,2,2,27,332,333,3,2,1,1,0,0,2,0,1,6,6,1,1,0,2,2,27,1,2,1,3,1,2,2,1,2,2,1,2,2,1,18578,18591,2,75
51913,6,2,2,1,5,64,65,4,0,1,1,0,0,0,0,0,7,7,15,15,2,0,1,62,1,4,1,4,1,1,2,1,2,2,0,0,0,0,12972,12743,1,76
51914,6,2,1,2,10,125,126,1,0,1,1,0,4,0,2,0,7,7,12,12,0,0,2,46,2,1,4,0,2,1,2,2,2,2,1,2,2,0,9995,10141,2,85
51915,6,2,2,1,33,399,400,3,2,1,1,0,0,4,0,3,3,3,4,4,1,0,1,33,1,4,3,0,1,2,2,1,2,2,1,2,2,1,13875,14007,1,80
51916,6,2,1,2,66,801,802,1,2,2,2,3,0,4,0,2,7,7,3,3,0,0,2,66,2,4,2,0,2,2,2,1,2,2,2,2,2,2,5033,5184,3,86
51917,6,2,2,1,16,198,198,4,0,1,1,0,9,0,1,0,2,2,7,7,2,0,2,39,1,4,5,0,1,2,2,1,2,2,1,2,2,1,19480,19631,2,79
51918,6,2,1,1,21,258,259,3,2,1,1,0,0,3,0,5,4,1,5,2,0,0,1,24,5,3,5,0,1,2,2,1,2,2,1,2,2,1,30152,31359,1,82
51919,6,2,2,2,64,775,776,3,2,1,1,0,0,4,0,1,2,2,14,14,5,0,1,67,1,4,1,4,1,2,2,1,2,2,1,2,2,1,64451,63755,2,81
51920,6,2,2,1,9,114,114,3,0,1,1,0,2,0,1,0,5,5,15,15,5,0,1,44,1,5,1,5,1,1,2,1,2,2,1,2,2,0,35045,35617,1,77
51921,6,2,1,1,55,660,662,4,1,1,1,0,0,4,0,1,3,3,6,6,1,0,1,55,1,4,1,3,1,2,2,1,2,2,1,2,2,1,18685,18605,1,88
51922,6,2,2,1,46,559,559,4,2,1,1,0,0,3,0,6,3,3,7,7,1,0,2,41,1,4,6,0,1,2,2,1,2,2,1,2,2,1,23943,23814,1,86
51923,6,2,1,2,24,295,296,1,2,1,1,0,0,3,0,5,4,4,14,14,3,3,1,69,1,1,2,0,1,2,2,1,2,2,1,2,2,1,18836,19227,1,85
51924,6,2,2,1,18,224,225,1,2,1,1,0,13,0,3,0,5,5,15,15,4,0,1,36,1,4,1,3,1,2,2,1,2,2,1,2,2,1,12056,13276,1,76
51925,6,2,2,1,80,0,0,4,1,1,1,0,0,1,0,2,2,2,6,6,2,0,1,80,1,1,2,0,1,2,2,1,2,2,1,2,2,0,9070,10142,1,78
51926,6,2,2,1,7,95,96,1,0,1,1,0,1,0,1,0,7,7,77,77,0,0,1,44,0,0,5,0,2,1,2,2,2,2,0,0,0,0,6984,6965,2,89
51927,6,2,1,2,7,90,91,3,0,1,1,0,0,0,0,0,5,5,5,5,0,0,1,40,5,3,6,0,1,1,2,1,2,2,0,0,0,0,16321,16693,2,80
51928,6,2,2,2,62,748,749,5,2,5,2,1,0,4,0,1,2,2,1,1,0,0,1,72,5,5,1,4,1,2,1,1,2,1,1,2,1,0,22447,22204,1,86
51929,6,2,2,2,80,0,0,3,2,1,1,0,0,5,0,1,2,2,8,8,3,0,1,80,1,3,1,5,1,2,2,1,2,2,1,2,2,0,33429,35776,2,81
