food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
75307000,"Green peppers and onions, cooked, fat added in cooking",6420,Other vegetables and combinations,14,17
75311000,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, NS as to fat added in cooking",6420,Other vegetables and combinations,16,7
75311002,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, NS as to fat added in cooking",6420,Other vegetables and combinations,0,0
75311003,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, NS as to fat added in cooking",6420,Other vegetables and combinations,1,0
75311010,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat not added in cooking",6420,Other vegetables and combinations,2,4
75311012,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking",6420,Other vegetables and combinations,20,35
75311013,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat not added in cooking",6420,Other vegetables and combinations,8,7
75311020,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat added in cooking",6420,Other vegetables and combinations,10,10
75311022,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat added in cooking",6420,Other vegetables and combinations,15,17
75311023,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking",6420,Other vegetables and combinations,3,0
75311100,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, NS as to fat added in cooking",6420,Other vegetables and combinations,0,0
75311110,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat not added in cooking",6420,Other vegetables and combinations,5,6
75311120,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat added in cooking",6420,Other vegetables and combinations,0,1
75315000,"Peas and corn, cooked, NS as to fat added in cooking",6418,Other starchy vegetables,1,1
75315010,"Peas and corn, cooked, fat not added in cooking",6418,Other starchy vegetables,0,2
75315020,"Peas and corn, cooked, fat added in cooking",6418,Other starchy vegetables,1,4
75315100,"Peas and onions, cooked, NS as to fat added in cooking",6418,Other starchy vegetables,2,2
75315110,"Peas and onions, cooked, fat not added in cooking",6418,Other starchy vegetables,0,0
75315120,"Peas and onions, cooked, fat added in cooking",6418,Other starchy vegetables,0,0
75315200,"Peas with mushrooms, cooked, NS as to fat added in cooking",6418,Other starchy vegetables,1,0
75315210,"Peas with mushrooms, cooked, fat not added in cooking",6418,Other starchy vegetables,0,0
75315215,"Peas with mushrooms, cooked, fat added in cooking",6418,Other starchy vegetables,1,2
75315250,"Cowpeas with snap beans, cooked, fat not added in cooking",6418,Other starchy vegetables,0,0
75315300,"Peas and potatoes, cooked, fat not added in cooking",6418,Other starchy vegetables,0,1
75315305,"Peas and potatoes, cooked, NS as to fat added in cooking",6418,Other starchy vegetables,1,3
75315310,"Peas and potatoes, cooked, fat added in cooking",6418,Other starchy vegetables,2,2
75316000,"Squash, summer, and onions, cooked, fat not added in cooking",6420,Other vegetables and combinations,2,1
75316010,"Zucchini with tomato sauce, cooked, fat not added in cooking",6422,Vegetable mixed dishes,2,4
75316020,"Squash, summer, and onions, cooked, fat added in cooking",6420,Other vegetables and combinations,0,0
75316050,Ratatouille,6422,Vegetable mixed dishes,5,0
75317000,"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, NS as to fat added in cooking",6420,Other vegetables and combinations,1,1
75317010,"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking",6420,Other vegetables and combinations,14,19
75317020,"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat not added in cooking",6420,Other vegetables and combinations,5,5
75330100,"Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, NS as to fat added in cooking",6420,Other vegetables and combinations,11,8
75330110,"Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, fat not added in cooking",6420,Other vegetables and combinations,28,49
75330120,"Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, no sauce, fat added in cooking",6420,Other vegetables and combinations,28,37
75330130,"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, NS as to fat added in cooking",6420,Other vegetables and combinations,3,1
75330140,"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce,  fat not added in cooking",6420,Other vegetables and combinations,1,2
75330150,"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce,  fat added in cooking",6420,Other vegetables and combinations,9,10
75340000,"Vegetable combinations, Asian style, (broccoli, green pepper, water chestnut, etc) cooked, NS as to fat added in cooking",6420,Other vegetables and combinations,2,2
75340010,"Vegetable combinations, Asian style, (broccoli, green pepper,  water chestnuts, etc), cooked, fat not added in cooking",6420,Other vegetables and combinations,1,1
75340020,"Vegetable combinations, Asian style, (broccoli, green pepper, water chestnuts, etc), cooked, fat added in cooking",6420,Other vegetables and combinations,1,2
75340160,"Vegetable and pasta combinations with cream or cheese sauce (broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc.), cooked",6422,Vegetable mixed dishes,4,0
75340200,"Jai, Monk's Food (mushrooms, lily roots, bean curd, water chestnuts)",6420,Other vegetables and combinations,0,1
75340300,"Pinacbet (eggplant with tomatoes, bitter melon, etc.)",6420,Other vegetables and combinations,0,0
75365000,"Vegetable mixture, dried",9999,Not included in a food category,1,0
75400500,"Artichokes, stuffed",6422,Vegetable mixed dishes,0,0
75401010,"Asparagus, NS as to form, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75401011,"Asparagus, from fresh, creamed or with cheese sauce",6422,Vegetable mixed dishes,2,0
75401012,"Asparagus, from frozen, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75401013,"Asparagus, from canned, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75402010,"Beans, lima, immature, NS as to form, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75402011,"Beans, lima, immature, from fresh, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75402012,"Beans, lima, immature, from frozen, creamed or with cheese sauce",6422,Vegetable mixed dishes,2,0
75402013,"Beans, lima, immature, from canned, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75402020,"Beans, lima, immature, cooked, NS as to form, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75402021,"Beans, lima, immature, cooked, from fresh, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75402022,"Beans, lima, immature, cooked, from frozen, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75402023,"Beans, lima, immature, cooked, from canned, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75403010,"Beans, string, green, NS as to form, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,1
75403011,"Beans, string, green, from fresh, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75403012,"Beans, string, green, from frozen, creamed or with cheese sauce",6422,Vegetable mixed dishes,1,1
75403013,"Beans, string, green, from canned, creamed or with cheese sauce",6422,Vegetable mixed dishes,1,0
75403020,"Beans, string, green, cooked, NS as to form, with mushroom sauce",6422,Vegetable mixed dishes,11,4
75403021,"Beans, string, green, cooked, from fresh, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75403022,"Beans, string, green, cooked, from frozen, with mushroom sauce",6422,Vegetable mixed dishes,0,0
75403023,"Beans, string, green, cooked, from canned, with mushroom sauce",6422,Vegetable mixed dishes,3,0
75403200,"Beans, string, green, cooked, Szechuan-style, fat added in cooking",3404,Stir-fry and soy-based sauce mixtures,1,5
75404010,"Beans, string, yellow, NS as to form, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75404011,"Beans, string, yellow, from fresh, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75404012,"Beans, string, yellow, from frozen, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75404013,"Beans, string, yellow, from canned, creamed or with cheese sauce",6422,Vegetable mixed dishes,0,0
75405010,Beets with Harvard sauce,6422,Vegetable mixed dishes,0,0
75406010,"Brussels sprouts, NS as to form, creamed",6422,Vegetable mixed dishes,0,0
75406011,"Brussels sprouts, from fresh, creamed",6422,Vegetable mixed dishes,0,0
75406012,"Brussels sprouts, from frozen, creamed",6422,Vegetable mixed dishes,0,0
75407010,"Cabbage, creamed",6422,Vegetable mixed dishes,1,0
75409010,"Cauliflower, NS as to form, creamed",6422,Vegetable mixed dishes,3,0
75409011,"Cauliflower, from fresh, creamed",6422,Vegetable mixed dishes,1,3
75409012,"Cauliflower, from frozen, creamed",6422,Vegetable mixed dishes,1,0
75409013,"Cauliflower, from canned, creamed",6422,Vegetable mixed dishes,0,0
75409020,"Cauliflower, batter-dipped, fried",6422,Vegetable mixed dishes,0,0
75410010,"Celery, creamed",6422,Vegetable mixed dishes,0,0
75410500,"Chiles rellenos, cheese-filled (stuffed chili peppers)",3506,Other Mexican mixed dishes,6,1
